,transfer time,request number,byte count,completion status
2017-6-9 14:10,2149,961,483024829,0
2017-6-9 14:20,1927,779,458894152,0
2017-6-9 14:30,1274,349,278528396,0
2017-6-9 14:40,1073,362,106718112,0
2017-6-9 14:50,1005,419,554824288,0
2017-6-9 15:00,1282,467,511647636,0
2017-6-9 15:10,1658,598,670434756,0
2017-6-9 15:20,2653,1896,2109543968,0
2017-6-9 15:30,2812,1586,1101386936,0
2017-6-9 15:40,3572,1687,1343655500,0
2017-6-9 15:50,1132,394,1054740884,0
2017-6-9 16:00,2647,1742,788544443,0
2017-6-9 16:10,3379,1254,1724744296,0
2017-6-9 16:20,2013,839,1015966088,0
2017-6-9 16:30,4008,589,2640861900,0
2017-6-9 16:40,5999,796,4181236280,0
2017-6-9 16:50,2313,653,663206980,0
2017-6-9 17:00,3511,1498,1466653902,0
2017-6-9 17:10,1681,551,301436054,0
2017-6-9 17:20,1587,486,465238084,0
2017-6-9 17:30,1436,575,181917756,0
2017-6-9 17:40,1318,596,169827224,0
2017-6-9 17:50,1575,568,72867760,0
2017-6-9 18:00,1465,572,132981922,0
2017-6-9 18:10,1734,583,487899696,0
2017-6-9 18:20,1830,584,296759032,0
2017-6-9 18:30,1846,601,519326628,0
2017-6-9 18:40,1811,596,349267632,0
2017-6-9 18:50,1795,582,633808182,0
2017-6-9 19:00,1934,600,745597249,1
2017-6-9 19:10,2045,636,818102928,1
2017-6-9 19:20,1845,626,506547988,1
2017-6-9 19:30,1878,643,701045542,0
2017-6-9 19:40,1889,636,345647841,0
2017-6-9 19:50,1942,562,1171961202,0
2017-6-9 20:00,2567,1302,966808500,0
2017-6-9 20:10,2739,1092,2571009740,0
2017-6-9 20:20,1935,668,987360176,0
2017-6-9 20:30,1843,700,1092743640,0
2017-6-9 20:40,1798,751,626219740,0
2017-6-9 20:50,1750,710,498934120,1
2017-6-9 21:00,2016,872,1027679252,1
2017-6-9 21:10,1945,734,763923556,1
2017-6-9 21:20,1846,750,739719956,0
2017-6-9 21:30,2557,1142,1019239384,0
2017-6-9 21:40,2756,1447,773648668,0
2017-6-9 21:50,2460,1329,540830191,0
2017-6-9 22:00,2362,1247,735070961,0
2017-6-9 22:10,2672,1299,2230808948,1
2017-6-9 22:20,1882,1283,201609536,1
2017-6-9 22:30,2387,1301,2075233496,1
2017-6-9 22:40,1654,1257,69052964,0
2017-6-9 22:50,1645,1313,58255252,0
2017-6-9 23:00,1917,1327,259204222,1
2017-6-9 23:10,1659,1325,218729544,0
2017-6-9 23:20,1926,1305,291691068,1
2017-6-9 23:30,1603,1175,200654820,0
2017-6-9 23:40,1697,1236,73354928,0
2017-6-9 23:50,1798,1275,320877280,1
2017-6-10 0:00,3037,1872,628769342,0
2017-6-10 0:10,2223,1540,452433700,0
2017-6-10 0:20,2016,1232,437579456,1
2017-6-10 0:30,1967,1246,301033172,0
2017-6-10 0:40,1900,1255,147196916,0
2017-6-10 0:50,1824,1161,236536060,1
2017-6-10 1:00,2010,1310,343386761,1
2017-6-10 1:10,4641,1432,3900121908,0
2017-6-10 1:20,5512,1468,4383953468,0
2017-6-10 1:30,5820,1361,4204567948,0
2017-6-10 1:40,4806,1414,3318100916,0
2017-6-10 1:50,4785,1787,2829140367,0
2017-6-10 2:00,4717,1544,3488200707,0
2017-6-10 2:10,3332,1340,1911143003,0
2017-6-10 2:20,1948,1149,207913588,0
2017-6-10 2:30,2208,1166,233424332,0
2017-6-10 2:40,2615,1184,326997696,0
2017-6-10 2:50,2008,1216,377863140,0
2017-6-10 3:00,2844,2002,822407058,0
2017-6-10 3:10,1939,1186,583337108,0
2017-6-10 3:20,1776,1071,1402696766,0
2017-6-10 3:30,3396,1074,3667362436,0
2017-6-10 3:40,3231,1156,3336494332,0
2017-6-10 3:50,1787,1212,400867900,0
2017-6-10 4:00,3253,1184,535720860,0
2017-6-10 4:10,2253,1208,313584040,1
2017-6-10 4:20,2843,1207,421768540,0
2017-6-10 4:30,3312,1424,612444032,1
2017-6-10 4:40,3008,1863,799294152,0
2017-6-10 4:50,3117,1989,1091749564,0
2017-6-10 5:00,3388,1853,1625346224,0
2017-6-10 5:10,3995,2231,1568736720,1
2017-6-10 5:20,2706,1759,871364836,1
2017-6-10 5:30,2266,1429,582829392,1
2017-6-10 5:40,2433,1418,690633572,0
2017-6-10 5:50,2433,1150,1435744636,0
2017-6-10 6:00,2317,1037,887715039,1
2017-6-10 6:10,2466,1215,775314979,1
2017-6-10 6:20,2278,956,1100699272,1
2017-6-10 6:30,2279,790,1230880384,0
2017-6-10 6:40,2156,737,1901246264,0
2017-6-10 6:50,2661,878,2595346755,0
2017-6-10 7:00,2101,819,744027717,0
2017-6-10 7:10,3127,838,2411997396,0
2017-6-10 7:20,1735,522,708728184,0
2017-6-10 7:30,2285,452,3348156932,1
2017-6-10 7:40,1676,330,2403371112,0
2017-6-10 7:50,1504,303,1961765663,0
2017-6-10 8:00,1885,381,2600174332,0
2017-6-10 8:10,1643,369,1946912338,1
2017-6-10 8:20,1698,377,2799006992,0
2017-6-10 8:30,2350,429,5196881152,0
2017-6-10 8:40,2088,566,4740571205,0
2017-6-10 8:50,1995,607,2719101522,1
2017-6-10 9:00,2081,790,1736252452,0
2017-6-10 9:10,2233,1076,1196840328,0
2017-6-10 9:20,1752,431,1295580652,1
2017-6-10 9:30,1701,526,1568334380,1
2017-6-10 9:40,2016,669,3055533008,1
2017-6-10 9:50,1601,683,1575032000,0
2017-6-10 10:00,1769,834,754248492,0
2017-6-10 10:10,1519,734,1167237066,1
2017-6-10 10:20,1626,833,785812664,1
2017-6-10 10:30,1670,929,271117888,0
2017-6-10 10:40,1664,1034,160001912,0
2017-6-10 10:50,1856,940,381504862,0
2017-6-10 11:00,1859,964,569235718,0
2017-6-10 11:10,1685,1025,133191352,1
2017-6-10 11:20,1608,1037,82040896,1
2017-6-10 11:30,1995,1101,274102100,1
2017-6-10 11:40,2124,1109,312542160,0
2017-6-10 11:50,1776,960,136409576,1
2017-6-10 12:00,2432,1677,225837481,0
2017-6-10 12:10,2724,1688,589964300,0
2017-6-10 12:20,2675,1429,732777468,0
2017-6-10 12:30,2140,1267,241708724,1
2017-6-10 12:40,1955,1167,460366320,0
2017-6-10 12:50,1833,1081,1012944962,1
2017-6-10 13:00,2602,1117,2912976656,0
2017-6-10 13:10,3293,1414,4154396160,0
2017-6-10 13:20,2335,1412,295550548,0
2017-6-10 13:30,2085,1225,328732764,1
2017-6-10 13:40,2392,1398,377102552,0
2017-6-10 13:50,2096,1308,215275427,0
2017-6-10 14:00,3364,1451,1001348827,0
2017-6-10 14:10,1767,1194,406557281,0
2017-6-10 14:20,2265,1437,498345492,1
2017-6-10 14:30,1577,1148,131217860,1
2017-6-10 14:40,2167,1290,219547188,0
2017-6-10 14:50,2191,1354,929799413,0
2017-6-10 15:00,2751,1569,904638486,0
2017-6-10 15:10,2982,1484,563710292,1
2017-6-10 15:20,2422,1282,625225588,0
2017-6-10 15:30,2792,1627,1403226584,0
2017-6-10 15:40,2192,1351,632144232,0
2017-6-10 15:50,1826,1234,140891720,1
2017-6-10 16:00,3637,2241,1172507326,0
2017-6-10 16:10,4273,2006,1489754884,0
2017-6-10 16:20,3468,1549,1269951352,0
2017-6-10 16:30,3046,1572,569176472,1
2017-6-10 16:40,4010,1802,674843976,0
2017-6-10 16:50,4582,1926,1116687897,1
2017-6-10 17:00,4977,2149,2007587542,1
2017-6-10 17:10,4840,1365,4428814160,0
2017-6-10 17:20,3101,1077,2947063136,1
2017-6-10 17:30,2044,1170,139316220,1
2017-6-10 17:40,2010,1275,99096352,0
2017-6-10 17:50,1987,1013,293241620,1
2017-6-10 18:00,2191,1050,601140923,1
2017-6-10 18:10,2482,1177,611850600,1
2017-6-10 18:20,2266,1102,788566524,1
2017-6-10 18:30,2200,1017,946229400,0
2017-6-10 18:40,2406,1256,613203716,0
2017-6-10 18:50,2489,1193,995641755,0
2017-6-10 19:00,2569,874,1419856382,1
2017-6-10 19:10,2480,1249,785590300,1
2017-6-10 19:20,2248,1161,935784164,1
2017-6-10 19:30,2402,1159,745455840,0
2017-6-10 19:40,3219,1218,949726900,0
2017-6-10 19:50,2546,1163,965440470,0
2017-6-10 20:00,2855,1342,1378846847,0
2017-6-10 20:10,3385,2000,908225124,0
2017-6-10 20:20,2749,1518,1019413884,1
2017-6-10 20:30,2361,1469,581234300,0
2017-6-10 20:40,2071,1321,462338452,0
2017-6-10 20:50,2122,1445,451985107,1
2017-6-10 21:00,2032,1323,456594078,1
2017-6-10 21:10,2026,1267,667642312,1
2017-6-10 21:20,1991,1342,415327524,1
2017-6-10 21:30,2360,1565,500643004,1
2017-6-10 21:40,2217,1442,520461140,0
2017-6-10 21:50,1999,1373,304368736,1
2017-6-10 22:00,1925,1240,529940566,1
2017-6-10 22:10,2023,1457,527256824,1
2017-6-10 22:20,2286,1509,202429146,0
2017-6-10 22:30,2058,1425,568880452,1
2017-6-10 22:40,1985,1521,364873668,0
2017-6-10 22:50,1999,1503,681187338,1
2017-6-10 23:00,1817,1363,624687992,1
2017-6-10 23:10,1601,1094,829218072,1
2017-6-10 23:20,1689,1275,347941816,1
2017-6-10 23:30,2072,1411,318320854,1
2017-6-10 23:40,1936,1501,258180472,0
2017-6-10 23:50,1582,1245,493101504,1
2017-6-11 0:00,1526,889,363852716,1
2017-6-11 0:10,1058,818,35475048,1
2017-6-11 0:20,843,633,23024020,1
2017-6-11 0:30,769,592,20029712,1
2017-6-11 0:40,746,568,20677144,1
2017-6-11 0:50,759,580,16268644,1
2017-6-11 1:00,729,583,16316368,1
2017-6-11 1:10,766,591,20023912,1
2017-6-11 1:20,766,602,17401600,1
2017-6-11 1:30,754,559,18540744,1
2017-6-11 1:40,751,571,15291976,1
2017-6-11 1:50,750,575,16021636,1
2017-6-11 2:00,752,550,18528728,1
2017-6-11 2:10,754,533,25218176,1
2017-6-11 2:20,757,580,15658944,1
2017-6-11 2:30,810,538,37789920,1
2017-6-11 2:40,839,482,46618536,1
2017-6-11 2:50,753,468,32885528,0
2017-6-11 3:00,382,237,29449008,1
2017-6-11 3:10,390,248,33084596,1
2017-6-11 3:20,381,228,22795624,1
2017-6-11 3:30,395,234,34755556,1
2017-6-11 3:40,398,251,35107768,1
2017-6-11 3:50,390,259,30490372,1
2017-6-11 4:00,383,259,30045896,1
2017-6-11 4:10,399,242,37557508,1
2017-6-11 4:20,389,251,29610504,1
2017-6-11 4:30,389,249,35779884,1
2017-6-11 4:40,389,256,28795480,1
2017-6-11 4:50,385,260,28431088,1
2017-6-11 5:00,371,310,16292436,1
2017-6-11 5:10,342,300,14673996,1
2017-6-11 5:20,381,260,24988220,1
2017-6-11 5:30,378,228,25377944,1
2017-6-11 5:40,371,241,23658504,1
2017-6-11 5:50,396,257,38405440,1
2017-6-11 6:00,387,257,26407124,1
2017-6-11 6:10,376,287,17506624,1
2017-6-11 6:20,379,281,24550440,1
2017-6-11 6:30,389,260,27882936,1
2017-6-11 6:40,367,272,25543768,1
2017-6-11 6:50,350,281,21342020,1
2017-6-11 7:00,350,280,23286056,1
2017-6-11 7:10,360,277,21763708,1
2017-6-11 7:20,385,233,52694536,1
2017-6-11 7:30,445,189,49679196,1
2017-6-11 7:40,396,249,21211332,1
2017-6-11 7:50,435,180,92004660,1
2017-6-11 8:00,427,204,54357900,1
2017-6-11 8:10,435,192,70665532,1
2017-6-11 8:20,457,180,51689600,1
2017-6-11 8:30,402,246,25721264,1
2017-6-11 8:40,412,230,25168584,1
2017-6-11 8:50,430,191,65146332,1
2017-6-11 9:00,447,202,44769888,1
2017-6-11 9:10,380,264,17747248,1
2017-6-11 9:20,404,236,25149952,1
2017-6-11 9:30,361,279,22499764,1
2017-6-11 9:40,354,272,23029940,1
2017-6-11 9:50,361,273,21603172,1
2017-6-11 10:00,445,192,97753684,1
2017-6-11 10:10,401,234,19147664,1
2017-6-11 10:20,389,257,16822576,1
2017-6-11 10:30,394,255,17375408,1
2017-6-11 10:40,399,236,18684096,1
2017-6-11 10:50,428,211,40486372,1
2017-6-11 11:00,424,216,39434332,1
2017-6-11 11:10,411,224,30305620,1
2017-6-11 11:20,384,245,36663032,1
2017-6-11 11:30,358,290,19926296,1
2017-6-11 11:40,414,209,53329984,1
2017-6-11 11:50,442,221,29425016,1
2017-6-11 12:00,395,249,16136992,1
2017-6-11 12:10,393,227,36651888,1
2017-6-11 12:20,344,286,24274984,1
2017-6-11 12:30,448,184,80956020,1
2017-6-11 12:40,394,245,19382256,1
2017-6-11 12:50,372,270,14539192,1
2017-6-11 13:00,388,241,17237000,1
2017-6-11 13:10,475,162,83327172,1
2017-6-11 13:20,417,222,34536116,1
2017-6-11 13:30,406,240,22480748,1
2017-6-11 13:40,436,188,58141880,1
2017-6-11 13:50,363,274,25727056,1
2017-6-11 14:00,373,282,23752888,1
2017-6-11 14:10,395,223,73752972,1
2017-6-11 14:20,377,277,35142524,1
2017-6-11 14:30,356,292,23576832,1
2017-6-11 14:40,370,276,36165700,1
2017-6-11 14:50,457,182,72068268,1
2017-6-11 15:00,415,226,35001008,1
2017-6-11 15:10,396,257,19368360,1
2017-6-11 15:20,418,228,35454812,1
2017-6-11 15:30,488,115,206921912,1
2017-6-11 15:40,430,183,66361304,1
2017-6-11 15:50,424,191,75526372,1
2017-6-11 16:00,445,196,46724344,1
2017-6-11 16:10,385,264,19634008,1
2017-6-11 16:20,391,248,21373088,1
2017-6-11 16:30,396,238,32579152,1
2017-6-11 16:40,388,261,26848264,1
2017-6-11 16:50,379,256,28418720,1
2017-6-11 17:00,396,242,39236056,1
2017-6-11 17:10,385,257,28923232,1
2017-6-11 17:20,385,259,28698340,1
2017-6-11 17:30,393,249,38611288,1
2017-6-11 17:40,383,259,28141764,1
2017-6-11 17:50,382,260,28302896,1
2017-6-11 18:00,385,257,28131248,1
2017-6-11 18:10,386,256,31154448,1
2017-6-11 18:20,388,251,34654788,1
2017-6-11 18:30,390,259,27883576,1
2017-6-11 18:40,385,253,30197692,1
2017-6-11 18:50,389,255,37197844,1
2017-6-11 19:00,384,256,28000620,1
2017-6-11 19:10,381,262,25992932,1
2017-6-11 19:20,386,251,39171988,1
2017-6-11 19:30,389,257,27427168,1
2017-6-11 19:40,381,260,27061188,1
2017-6-11 19:50,391,252,32431804,1
2017-6-11 20:00,381,260,27583300,1
2017-6-11 20:10,389,255,31251600,1
2017-6-11 20:20,389,254,29918548,1
2017-6-11 20:30,363,334,12886080,1
2017-6-11 20:40,358,345,10538484,1
2017-6-11 20:50,364,329,15296636,1
2017-6-11 21:00,362,350,9165064,1
2017-6-11 21:10,366,343,12292464,1
2017-6-11 21:20,378,283,23638196,1
2017-6-11 21:30,392,255,26722528,1
2017-6-11 21:40,364,340,14309708,1
2017-6-11 21:50,363,336,13619628,1
2017-6-11 22:00,363,335,14990588,1
2017-6-11 22:10,361,351,9889128,1
2017-6-11 22:20,362,342,11601340,1
2017-6-11 22:30,363,343,12531244,1
2017-6-11 22:40,361,344,12903380,1
2017-6-11 22:50,361,342,11789572,1
2017-6-11 23:00,362,330,15856656,1
2017-6-11 23:10,366,336,13951016,1
2017-6-11 23:20,365,330,14285636,1
2017-6-11 23:30,365,328,12115088,1
2017-6-11 23:40,363,339,11622532,1
2017-6-11 23:50,232459,93385,1.40564E+11,0
2017-6-12 0:00,370,315,21465104,1
2017-6-12 0:10,387,257,25637276,1
2017-6-12 0:20,383,259,25029640,1
2017-6-12 0:30,395,244,35908104,1
2017-6-12 0:40,391,252,25651220,1
2017-6-12 0:50,381,254,28893588,1
2017-6-12 1:00,402,232,34437300,1
2017-6-12 1:10,411,222,44795188,1
2017-6-12 1:20,414,231,35572956,1
2017-6-12 1:30,16187,8038,3516087441,0
2017-6-12 1:40,1112,605,77700792,0
2017-6-12 1:50,1665,942,83118611,0
2017-6-12 2:00,1757,813,430955110,0
2017-6-12 2:10,1675,851,382861648,0
2017-6-12 2:20,1626,738,177559620,1
2017-6-12 2:30,1509,730,177742192,1
2017-6-12 2:40,1605,827,274401052,0
2017-6-12 2:50,1544,740,446103033,1
2017-6-12 3:00,2428,1630,459425085,0
2017-6-12 3:10,2025,1013,163820105,0
2017-6-12 3:20,1973,767,191788180,1
2017-6-12 3:30,2762,895,1040885952,0
2017-6-12 3:40,2523,761,683583676,0
2017-6-12 3:50,1359,765,176859588,0
2017-6-12 4:00,1772,888,238270680,0
2017-6-12 4:10,1263,710,177749144,0
2017-6-12 4:20,1276,613,139568647,1
2017-6-12 4:30,1592,733,345770446,0
2017-6-12 4:40,1587,838,381894840,0
2017-6-12 4:50,1484,894,555586507,1
2017-6-12 5:00,1728,913,490122256,1
2017-6-12 5:10,1278,627,189713020,0
2017-6-12 5:20,1251,595,107241024,1
2017-6-12 5:30,1522,701,265541416,1
2017-6-12 5:40,1895,709,240312368,0
2017-6-12 5:50,1657,814,345872780,1
2017-6-12 6:00,1607,739,324673850,1
2017-6-12 6:10,1609,602,439350990,0
2017-6-12 6:20,1456,622,182408912,0
2017-6-12 6:30,1705,556,139244252,1
2017-6-12 6:40,1307,481,642023856,0
2017-6-12 6:50,3182,787,420774928,0
2017-6-12 7:00,1437,697,92439934,0
2017-6-12 7:10,1660,611,715517144,0
2017-6-12 7:20,2038,727,967761876,0
2017-6-12 7:30,1371,649,804424292,1
2017-6-12 7:40,1587,583,1148267828,0
2017-6-12 7:50,1028,444,369878629,1
2017-6-12 8:00,1048,447,207324262,1
2017-6-12 8:10,1234,469,383527188,0
2017-6-12 8:20,1230,478,275325524,0
2017-6-12 8:30,1421,520,364242168,0
2017-6-12 8:40,1420,618,191129940,0
2017-6-12 8:50,1003,482,312685417,0
2017-6-12 9:00,1546,971,138809052,0
2017-6-12 9:10,1227,757,95979620,0
2017-6-12 9:20,960,432,46315520,1
2017-6-12 9:30,1277,434,160225904,0
2017-6-12 9:40,860,416,29093100,1
2017-6-12 9:50,970,427,832250004,1
2017-6-12 10:00,890,415,79489554,0
2017-6-12 10:10,866,456,237160000,0
2017-6-12 10:20,871,425,40559084,0
2017-6-12 10:30,926,343,116042936,0
2017-6-12 10:40,976,349,341936468,0
2017-6-12 10:50,1016,325,353602239,1
2017-6-12 11:00,1073,363,480406709,1
2017-6-12 11:10,1052,458,160023292,1
2017-6-12 11:20,1172,406,97009752,1
2017-6-12 11:30,2740,349,614922546,0
2017-6-12 11:40,1892,435,1009941448,0
2017-6-12 11:50,1252,505,104417008,0
2017-6-12 12:00,1910,952,1428029759,0
2017-6-12 12:10,2280,1223,541390856,0
2017-6-12 12:20,1733,818,294858735,0
2017-6-12 12:30,1633,639,675540592,1
2017-6-12 12:40,1616,788,94262648,1
2017-6-12 12:50,1012,323,95468148,1
2017-6-12 13:00,1363,431,1053548050,1
2017-6-12 13:10,1804,643,2667476212,1
2017-6-12 13:20,1750,777,1087268072,1
2017-6-12 13:30,1499,366,863036620,0
2017-6-12 13:40,1190,413,127792296,0
2017-6-12 13:50,1217,582,80720063,0
2017-6-12 14:00,3328,720,901799203,0
2017-6-12 14:10,1999,1017,431465192,0
2017-6-12 14:20,1277,548,236603836,1
2017-6-12 14:30,1090,436,397937501,1
2017-6-12 14:40,1188,479,222073547,1
2017-6-12 14:50,1064,375,179548464,0
2017-6-12 15:00,1213,456,669000448,0
2017-6-12 15:10,1619,641,376579692,1
2017-6-12 15:20,1597,610,924619224,1
2017-6-12 15:30,2922,908,3409482656,0
2017-6-12 15:40,1407,584,284496412,0
2017-6-12 15:50,1010,353,77194188,1
2017-6-12 16:00,2304,1124,689287961,0
2017-6-12 16:10,2948,1399,724504229,0
2017-6-12 16:20,2506,656,1309661692,0
2017-6-12 16:30,2149,694,603852312,0
2017-6-12 16:40,2331,582,911734372,0
2017-6-12 16:50,2661,937,686423198,0
2017-6-12 17:00,4559,1182,3718389793,0
2017-6-12 17:10,2270,752,1043252436,0
2017-6-12 17:20,1463,681,208371048,0
2017-6-12 17:30,1488,463,271606272,1
2017-6-12 17:40,1444,488,53370432,1
2017-6-12 17:50,1201,481,66510732,0
2017-6-12 18:00,1493,565,899074006,1
2017-6-12 18:10,1459,542,160192000,1
2017-6-12 18:20,1250,513,75560988,1
2017-6-12 18:30,1222,539,58608016,0
2017-6-12 18:40,1696,657,1198339108,0
2017-6-12 18:50,1571,709,423277893,1
2017-6-12 19:00,1366,510,210748524,1
2017-6-12 19:10,1577,721,258312488,0
2017-6-12 19:20,1616,706,75930632,1
2017-6-12 19:30,1894,754,620166294,0
2017-6-12 19:40,1427,739,58610820,0
2017-6-12 19:50,1435,757,256261641,0
2017-6-12 20:00,2306,1611,392471515,0
2017-6-12 20:10,1954,1329,247596028,0
2017-6-12 20:20,1450,911,734830604,0
2017-6-12 20:30,1582,900,579026124,1
2017-6-12 20:40,1641,849,2359569112,0
2017-6-12 20:50,1237,680,203056748,1
2017-6-12 21:00,1653,1059,588543617,0
2017-6-12 21:10,1879,1157,510941456,1
2017-6-12 21:20,1955,1281,152686636,1
2017-6-12 21:30,2045,1093,693193180,1
2017-6-12 21:40,1915,1269,172554596,0
2017-6-12 21:50,1800,1238,100813072,1
2017-6-12 22:00,1825,1259,1696112084,1
2017-6-12 22:10,1728,1225,1778831820,0
2017-6-12 22:20,1540,1132,126847643,0
2017-6-12 22:30,1716,1160,857064744,0
2017-6-12 22:40,1497,1243,53871456,0
2017-6-12 22:50,1708,1292,77109768,0
2017-6-12 23:00,1833,1301,613520488,1
2017-6-12 23:10,1719,1240,261468244,1
2017-6-12 23:20,1678,1268,60166888,1
2017-6-12 23:30,2019,1289,630514788,1
2017-6-12 23:40,2201,1635,498176760,0
2017-6-12 23:50,2206,1644,311788092,1
2017-6-13 0:00,3008,2084,477089191,0
2017-6-13 0:10,2040,1328,501521792,0
2017-6-13 0:20,1701,1263,97567988,1
2017-6-13 0:30,1860,1314,397942592,0
2017-6-13 0:40,1668,1200,81524320,0
2017-6-13 0:50,1801,1172,173356804,0
2017-6-13 1:00,3517,1359,5818690138,1
2017-6-13 1:10,2831,1382,1246680480,0
2017-6-13 1:20,2320,1358,1037513816,1
2017-6-13 1:30,2546,1331,1642935068,1
2017-6-13 1:40,2422,1309,1281943724,0
2017-6-13 1:50,2579,1573,1087157649,0
2017-6-13 2:00,2640,1453,1514203034,0
2017-6-13 2:10,2059,1461,579102720,0
2017-6-13 2:20,1987,1329,187902152,1
2017-6-13 2:30,2210,1359,213497420,1
2017-6-13 2:40,1909,1428,221933540,0
2017-6-13 2:50,1784,1315,204491008,1
2017-6-13 3:00,2752,2076,742243348,0
2017-6-13 3:10,1745,1315,230374419,0
2017-6-13 3:20,1695,1021,1193166408,1
2017-6-13 3:30,4162,1149,6831886372,1
2017-6-13 3:40,1919,1221,973057288,0
2017-6-13 3:50,2171,1464,390234076,0
2017-6-13 4:00,2069,1461,333133030,0
2017-6-13 4:10,2111,1588,266376748,1
2017-6-13 4:20,1758,1110,401125140,1
2017-6-13 4:30,2000,1151,316311004,1
2017-6-13 4:40,1885,1084,256979588,0
2017-6-13 4:50,1901,1240,394605844,1
2017-6-13 5:00,1958,1099,529573610,1
2017-6-13 5:10,2909,1260,564050620,1
2017-6-13 5:20,1907,996,217348252,1
2017-6-13 5:30,2034,1240,288892760,1
2017-6-13 5:40,2004,1135,1035780388,0
2017-6-13 5:50,1931,1129,241076264,1
2017-6-13 6:00,2032,1121,851550567,1
2017-6-13 6:10,2306,1179,737559114,1
2017-6-13 6:20,2225,1196,273395540,0
2017-6-13 6:30,2704,1068,519329220,1
2017-6-13 6:40,2296,1143,901670400,0
2017-6-13 6:50,3844,1530,496708823,0
2017-6-13 7:00,2754,1299,683905300,0
2017-6-13 7:10,2967,1397,482706232,0
2017-6-13 7:20,2972,1034,565791880,1
2017-6-13 7:30,2011,1099,1135469052,1
2017-6-13 7:40,1748,1022,728271056,0
2017-6-13 7:50,2298,999,2451405216,1
2017-6-13 8:00,2484,1034,3012283536,1
2017-6-13 8:10,2270,1021,3631954560,1
2017-6-13 8:20,2289,1072,2501392768,1
2017-6-13 8:30,2937,1282,2745441036,0
2017-6-13 8:40,2416,1295,303962128,0
2017-6-13 8:50,2275,1109,440526188,0
2017-6-13 9:00,3262,1621,396577332,0
2017-6-13 9:10,5837,1727,621349000,0
2017-6-13 9:20,4930,1131,806925326,0
2017-6-13 9:30,6325,1065,314130264,0
2017-6-13 9:40,5019,1128,126396024,0
2017-6-13 9:50,3495,1107,149691002,0
2017-6-13 10:00,6443,1184,548692454,0
2017-6-13 10:10,4848,1215,592960862,0
2017-6-13 10:20,5076,1140,494723798,0
2017-6-13 10:30,4234,1212,289687886,0
2017-6-13 10:40,4655,1087,151170240,0
2017-6-13 10:50,5045,959,1594043282,0
2017-6-13 11:00,4840,1014,1015058552,0
2017-6-13 11:10,4052,935,324588804,0
2017-6-13 11:20,4656,907,294871456,0
2017-6-13 11:30,6078,1125,548168804,0
2017-6-13 11:40,5192,1223,412194102,0
2017-6-13 11:50,6255,978,427275038,0
2017-6-13 12:00,6740,2135,1209610832,0
2017-6-13 12:10,5767,1846,702751601,0
2017-6-13 12:20,6370,1577,1043908932,0
2017-6-13 12:30,5199,1419,381312526,0
2017-6-13 12:40,5047,1223,466023928,0
2017-6-13 12:50,6337,1020,2129092033,0
2017-6-13 13:00,5462,1401,3984854180,1
2017-6-13 13:10,4986,1239,4447045088,0
2017-6-13 13:20,6797,1582,1125511370,0
2017-6-13 13:30,6081,1515,986103715,0
2017-6-13 13:40,4325,1261,384530312,0
2017-6-13 13:50,2864,1407,471002984,0
2017-6-13 14:00,7646,1750,1154781498,0
2017-6-13 14:10,6961,2156,571990898,0
2017-6-13 14:20,5608,2194,2057171694,0
2017-6-13 14:30,8720,1628,2174157008,0
2017-6-13 14:40,5184,1198,368413282,0
2017-6-13 14:50,4403,1473,968869052,0
2017-6-13 15:00,3998,1269,1170542222,0
2017-6-13 15:10,3818,1128,1122644788,0
2017-6-13 15:20,4355,1494,2539127544,0
2017-6-13 15:30,4677,1630,1373676904,0
2017-6-13 15:40,3740,1036,2155828616,0
2017-6-13 15:50,3343,1134,279231516,0
2017-6-13 16:00,5070,1970,1078949797,0
2017-6-13 16:10,5654,1833,1374772676,0
2017-6-13 16:20,5179,1316,1483868056,0
2017-6-13 16:30,5446,1427,2383690536,0
2017-6-13 16:40,7520,1373,3388794368,0
2017-6-13 16:50,7344,1428,4106214592,0
2017-6-13 17:00,5501,1529,1460683534,0
2017-6-13 17:10,4705,1710,840841600,0
2017-6-13 17:20,3431,1249,119149788,0
2017-6-13 17:30,3420,1278,305221436,0
2017-6-13 17:40,3304,1206,123998332,0
2017-6-13 17:50,3013,1244,536721075,0
2017-6-13 18:00,3157,1277,363180230,0
2017-6-13 18:10,3092,789,935729464,0
2017-6-13 18:20,2930,666,773233712,0
2017-6-13 18:30,3474,1330,694830720,0
2017-6-13 18:40,3627,1292,1451588216,0
2017-6-13 18:50,3423,1276,1098955888,0
2017-6-13 19:00,3842,1243,274657076,0
2017-6-13 19:10,3545,1152,1745640670,0
2017-6-13 19:20,3129,1317,323880528,0
2017-6-13 19:30,3257,1396,468082468,0
2017-6-13 19:40,3141,1305,406420656,0
2017-6-13 19:50,2454,1333,357179635,0
2017-6-13 20:00,7015,1972,914987423,0
2017-6-13 20:10,3053,1711,255120792,0
2017-6-13 20:20,2377,1274,123510112,0
2017-6-13 20:30,3305,1344,342602149,1
2017-6-13 20:40,2605,1230,1496759276,0
2017-6-13 20:50,2242,1164,180785432,0
2017-6-13 21:00,2429,1241,517014048,1
2017-6-13 21:10,2413,1229,308847924,1
2017-6-13 21:20,2749,1369,330864496,0
2017-6-13 21:30,2553,850,722304565,1
2017-6-13 21:40,1737,859,147424388,0
2017-6-13 21:50,1777,767,734179061,1
