,transfer time,request number,byte count,completion status
2017-6-5 7:30,1529,614,251538356,0
2017-6-5 7:40,1482,601,109458724,0
2017-6-5 7:50,5255,547,409104347,0
2017-6-5 8:00,1766,809,322168424,0
2017-6-5 8:10,1801,730,598565941,0
2017-6-5 8:20,1371,685,114489504,0
2017-6-5 8:30,1641,638,413236824,0
2017-6-5 8:40,2341,544,579552838,0
2017-6-5 8:50,4553,389,279872240,0
2017-6-5 9:00,3616,1020,306354795,0
2017-6-5 9:10,1421,810,148677680,0
2017-6-5 9:20,1241,456,59238392,0
2017-6-5 9:30,1387,457,88700148,0
2017-6-5 9:40,1324,493,110348440,0
2017-6-5 9:50,1234,477,86141192,0
2017-6-5 10:00,1253,375,198812449,0
2017-6-5 10:10,1318,339,393612763,1
2017-6-5 10:20,1406,324,212323212,0
2017-6-5 10:30,1128,434,144113444,0
2017-6-5 10:40,1454,473,100748904,0
2017-6-5 10:50,1354,469,298077649,0
2017-6-5 11:00,1512,430,598311420,0
2017-6-5 11:10,1468,370,297088516,0
2017-6-5 11:20,1491,381,292943960,0
2017-6-5 11:30,1825,533,433889704,0
2017-6-5 11:40,1589,552,245571792,0
2017-6-5 11:50,1398,382,212600040,0
2017-6-5 12:00,2009,1023,438050150,0
2017-6-5 12:10,2140,1139,653124331,0
2017-6-5 12:20,2131,884,689958981,0
2017-6-5 12:30,1785,857,265382829,0
2017-6-5 12:40,1344,614,110096696,0
2017-6-5 12:50,1577,582,386663424,0
2017-6-5 13:00,1756,791,298647733,0
2017-6-5 13:10,1659,773,280851132,0
2017-6-5 13:20,1507,797,150191628,0
2017-6-5 13:30,1398,611,160825644,0
2017-6-5 13:40,1312,563,122525044,0
2017-6-5 13:50,1367,578,149106575,0
2017-6-5 14:00,3787,1373,918429911,0
2017-6-5 14:10,1697,575,437126402,0
2017-6-5 14:20,1746,616,190595420,0
2017-6-5 14:30,1304,517,139103112,0
2017-6-5 14:40,1283,536,220529856,0
2017-6-5 14:50,1661,951,666895256,0
2017-6-5 15:00,2021,993,666088400,0
2017-6-5 15:10,1739,645,443396440,1
2017-6-5 15:20,1822,827,461570800,0
2017-6-5 15:30,2020,847,578123264,0
2017-6-5 15:40,1784,731,815874276,0
2017-6-5 15:50,1608,611,814782968,0
2017-6-5 16:00,3398,1542,1364228607,0
2017-6-5 16:10,3382,1540,1060768724,0
2017-6-5 16:20,2054,871,357132592,0
2017-6-5 16:30,2225,886,540441824,0
2017-6-5 16:40,2584,942,919193275,1
2017-6-5 16:50,2341,801,420785289,1
2017-6-5 17:00,1143,527,199201684,0
2017-6-5 17:10,1258,488,108271332,0
2017-6-5 17:20,1095,516,47944596,1
2017-6-5 17:30,1146,498,60115140,0
2017-6-5 17:40,1304,565,31480248,0
2017-6-5 17:50,1152,517,57231464,0
2017-6-5 18:00,1519,530,379508400,0
2017-6-5 18:10,1879,478,408224284,0
2017-6-5 18:20,1627,527,443039868,0
2017-6-5 18:30,1870,670,701816924,0
2017-6-5 18:40,2203,744,715032410,0
2017-6-5 18:50,1888,782,623322432,0
2017-6-5 19:00,1557,810,179668248,0
2017-6-5 19:10,1400,590,130039156,0
2017-6-5 19:20,1374,378,82521620,0
2017-6-5 19:30,1221,473,64832496,0
2017-6-5 19:40,1374,470,79519772,0
2017-6-5 19:50,937,522,35626614,0
2017-6-5 20:00,2038,1270,311226794,0
2017-6-5 20:10,1511,840,125052860,0
2017-6-5 20:20,1233,496,112613560,0
2017-6-5 20:30,1282,489,229342792,0
2017-6-5 20:40,1196,525,62533732,0
2017-6-5 20:50,1251,567,40036388,1
2017-6-5 21:00,1354,617,449025756,1
2017-6-5 21:10,1268,606,130797872,1
2017-6-5 21:20,1405,600,121588004,1
2017-6-5 21:30,1684,668,366968600,0
2017-6-5 21:40,1270,734,109517676,0
2017-6-5 21:50,1170,659,58858928,1
2017-6-5 22:00,1138,673,50187173,1
2017-6-5 22:10,1203,705,298548460,1
2017-6-5 22:20,1209,653,68434512,1
2017-6-5 22:30,1221,728,116571564,1
2017-6-5 22:40,1152,712,56174440,0
2017-6-5 22:50,1206,702,269461679,1
2017-6-5 23:00,1216,724,302085001,0
2017-6-5 23:10,1203,757,233638056,1
2017-6-5 23:20,1240,783,44703776,1
2017-6-5 23:30,1408,900,123104692,1
2017-6-5 23:40,1232,783,42979960,0
2017-6-5 23:50,1129,697,57725088,1
2017-6-6 0:00,2095,1297,390016314,0
2017-6-6 0:10,1472,996,293643840,0
2017-6-6 0:20,1126,701,46420084,1
2017-6-6 0:30,1147,708,104755988,1
2017-6-6 0:40,1131,746,33251276,0
2017-6-6 0:50,1174,737,61393888,0
2017-6-6 1:00,3111,918,2125881579,0
2017-6-6 1:10,3421,1182,2117165452,1
2017-6-6 1:20,1796,855,652442382,1
2017-6-6 1:30,1736,823,654331072,1
2017-6-6 1:40,1707,861,549869044,0
2017-6-6 1:50,1873,922,542836582,0
2017-6-6 2:00,1736,1127,437638399,0
2017-6-6 2:10,1348,695,396012915,1
2017-6-6 2:20,1445,755,155656144,1
2017-6-6 2:30,1556,662,206677292,0
2017-6-6 2:40,1395,716,146265740,0
2017-6-6 2:50,1680,1035,514711743,1
2017-6-6 3:00,2076,1204,522705905,0
2017-6-6 3:10,1281,741,263147816,0
2017-6-6 3:20,1107,426,125773620,0
2017-6-6 3:30,2069,449,341710472,1
2017-6-6 3:40,2078,496,256798800,0
2017-6-6 3:50,1619,488,214278292,1
2017-6-6 4:00,1165,574,276779607,0
2017-6-6 4:10,2350,517,222628280,1
2017-6-6 4:20,1839,521,148099516,1
2017-6-6 4:30,2108,587,412508945,1
2017-6-6 4:40,3557,576,249282480,0
2017-6-6 4:50,1784,745,484159114,1
2017-6-6 5:00,2772,1531,580607654,1
2017-6-6 5:10,1592,734,287147932,1
2017-6-6 5:20,1382,506,62351796,1
2017-6-6 5:30,1862,667,198343660,1
2017-6-6 5:40,1312,691,142617944,0
2017-6-6 5:50,1984,884,174730064,0
2017-6-6 6:00,1447,1015,159738881,1
2017-6-6 6:10,1241,556,427582229,1
2017-6-6 6:20,1758,580,911060208,1
2017-6-6 6:30,1625,934,233327788,0
2017-6-6 6:40,1666,673,230084896,0
2017-6-6 6:50,1502,718,420401278,0
2017-6-6 7:00,1914,1292,289487150,0
2017-6-6 7:10,3015,1365,2408215328,0
2017-6-6 7:20,3087,981,1375979892,0
2017-6-6 7:30,1993,416,1278254428,1
2017-6-6 7:40,1807,603,332894204,0
2017-6-6 7:50,3727,556,2760320360,0
2017-6-6 8:00,1789,464,489446513,0
2017-6-6 8:10,2249,778,532908635,1
2017-6-6 8:20,2238,595,588586836,0
2017-6-6 8:30,1668,773,936106548,0
2017-6-6 8:40,2049,853,495906919,0
2017-6-6 8:50,1679,727,800678396,1
2017-6-6 9:00,1797,842,277306508,0
2017-6-6 9:10,2210,1069,247403592,0
2017-6-6 9:20,1844,525,473797429,0
2017-6-6 9:30,2078,550,190187124,0
2017-6-6 9:40,2547,490,1158469460,0
2017-6-6 9:50,1215,584,118596520,0
2017-6-6 10:00,1181,436,47752156,1
2017-6-6 10:10,1096,386,244130178,1
2017-6-6 10:20,965,396,89961824,0
2017-6-6 10:30,935,349,48889680,0
2017-6-6 10:40,1384,495,85566441,0
2017-6-6 10:50,11716,732,448329832,0
2017-6-6 11:00,1855,1016,534570627,0
2017-6-6 11:10,1172,351,137390008,1
2017-6-6 11:20,1991,381,156560232,1
2017-6-6 11:30,3129,853,382685836,0
2017-6-6 11:40,10250,493,194518956,0
2017-6-6 11:50,11175,352,128190576,0
2017-6-6 12:00,14758,953,356428612,0
2017-6-6 12:10,10340,1283,488324345,0
2017-6-6 12:20,14741,881,632901714,0
2017-6-6 12:30,11396,883,241824865,0
2017-6-6 12:40,12165,569,94538908,0
2017-6-6 12:50,11568,436,332334307,0
2017-6-6 13:00,2328,427,127564294,0
2017-6-6 13:10,1407,505,183096788,1
2017-6-6 13:20,1631,374,211838044,0
2017-6-6 13:30,2095,444,377095537,1
2017-6-6 13:40,2422,736,307083940,0
2017-6-6 13:50,2828,583,739679353,0
2017-6-6 14:00,4413,1517,1489598557,0
2017-6-6 14:10,8802,1534,619174571,0
2017-6-6 14:20,12711,558,443032128,0
2017-6-6 14:30,10323,343,278361412,0
2017-6-6 14:40,9892,460,280430332,0
2017-6-6 14:50,9586,541,612985617,0
2017-6-6 15:00,5437,985,590409190,0
2017-6-6 15:10,15783,678,356643496,0
2017-6-6 15:20,4347,917,424980956,0
2017-6-6 15:30,6144,1904,814759713,0
2017-6-6 15:40,4973,606,750308832,0
2017-6-6 15:50,4916,394,423305408,0
2017-6-6 16:00,3465,1550,1119735965,0
2017-6-6 16:10,2526,953,615181840,0
2017-6-6 16:20,2112,733,529450952,0
2017-6-6 16:30,3544,545,301916852,0
2017-6-6 16:40,5999,584,164680876,0
2017-6-6 16:50,5786,606,452275293,0
2017-6-6 17:00,7251,913,365767008,0
2017-6-6 17:10,7246,695,288848442,0
2017-6-6 17:20,5175,546,276262324,0
2017-6-6 17:30,5903,534,401948660,0
2017-6-6 17:40,8084,602,197018252,0
2017-6-6 17:50,6379,526,173036968,0
2017-6-6 18:00,7557,576,864273708,1
2017-6-6 18:10,6401,755,637520312,0
2017-6-6 18:20,8074,2058,824930264,1
2017-6-6 18:30,5743,881,745870336,1
2017-6-6 18:40,2660,774,752385112,0
2017-6-6 18:50,3305,509,844917100,0
2017-6-6 19:00,2266,478,638974968,0
2017-6-6 19:10,1870,505,972771412,1
2017-6-6 19:20,2254,504,933648176,1
2017-6-6 19:30,2071,572,1105884407,0
2017-6-6 19:40,1789,648,736191672,0
2017-6-6 19:50,1834,695,821937337,0
2017-6-6 20:00,3291,1960,1242132333,0
2017-6-6 20:10,2511,1283,1947924880,0
2017-6-6 20:20,1757,700,986908124,1
2017-6-6 20:30,1529,633,613433936,0
2017-6-6 20:40,1214,642,303416306,0
2017-6-6 20:50,1741,1232,98416412,1
2017-6-6 21:00,1305,655,454603452,1
2017-6-6 21:10,1331,654,416008780,1
2017-6-6 21:20,1593,902,205524596,1
2017-6-6 21:30,2067,926,566777028,0
2017-6-6 21:40,17055,1884,612518988,0
2017-6-6 21:50,2177,1417,132134008,0
2017-6-6 22:00,1962,1231,580267067,0
2017-6-6 22:10,1639,924,456533588,1
2017-6-6 22:20,1576,911,157180336,1
2017-6-6 22:30,1312,678,260659616,1
2017-6-6 22:40,1195,677,53887556,0
2017-6-6 22:50,1199,749,270810289,1
2017-6-6 23:00,1238,715,291261705,0
2017-6-6 23:10,1426,703,799634876,1
2017-6-6 23:20,1251,664,322190096,1
2017-6-6 23:30,1230,695,364998336,1
2017-6-6 23:40,1964,1586,106030652,0
2017-6-6 23:50,1516,1040,124104032,1
2017-6-7 0:00,3658,2638,594947162,0
2017-6-7 0:10,2436,1332,999902676,0
2017-6-7 0:20,1687,1055,167978548,0
2017-6-7 0:30,1725,1072,812775600,1
2017-6-7 0:40,1695,1099,124136528,0
2017-6-7 0:50,1834,1218,81955576,1
2017-6-7 1:00,4644,1345,2469393564,0
2017-6-7 1:10,6070,1515,6136013480,1
2017-6-7 1:20,5708,1622,6727378012,1
2017-6-7 1:30,3815,1149,3081042976,1
2017-6-7 1:40,3007,1420,1598884976,0
2017-6-7 1:50,2987,1605,3230097954,0
2017-6-7 2:00,5127,3741,3523464832,0
2017-6-7 2:10,4420,3609,1567155090,0
2017-6-7 2:20,3596,2802,1558906460,0
2017-6-7 2:30,3908,2499,1057368870,0
2017-6-7 2:40,7091,5032,571632704,0
2017-6-7 2:50,6639,2723,535353109,0
2017-6-7 3:00,6642,2724,692294724,0
2017-6-7 3:10,4019,2048,171389040,0
2017-6-7 3:20,5406,2160,1537533460,0
2017-6-7 3:30,8211,4032,3638100364,0
2017-6-7 3:40,9110,4029,3252308012,0
2017-6-7 3:50,11415,7422,3771037120,0
2017-6-7 4:00,2724,1351,766014120,0
2017-6-7 4:10,9973,1093,305957612,0
2017-6-7 4:20,6920,1094,307572620,1
2017-6-7 4:30,4545,1424,2143938464,1
2017-6-7 4:40,3548,965,340533232,0
2017-6-7 4:50,8543,448,821295188,0
2017-6-7 5:00,8119,1189,934278101,0
2017-6-7 5:10,5683,679,739190064,1
2017-6-7 5:20,7152,1155,789178944,1
2017-6-7 5:30,6171,753,251445196,0
2017-6-7 5:40,5564,730,255566352,0
2017-6-7 5:50,6397,831,292345088,1
2017-6-7 6:00,7697,2028,3290323624,0
2017-6-7 6:10,5223,2189,2197304691,0
2017-6-7 6:20,3259,2090,2523156612,0
2017-6-7 6:30,3757,2130,1642552036,0
2017-6-7 6:40,12349,1106,628659412,0
2017-6-7 6:50,6190,613,435269952,0
2017-6-7 7:00,8019,1063,877005086,0
2017-6-7 7:10,7336,1497,740484372,0
2017-6-7 7:20,4220,2109,707929767,0
2017-6-7 7:30,2811,1340,1165273940,0
2017-6-7 7:40,2720,1497,254659328,0
2017-6-7 7:50,2893,1605,2288254568,0
2017-6-7 8:00,10895,2090,3035008087,0
2017-6-7 8:10,4178,3390,1158044969,0
2017-6-7 8:20,2310,1442,888526320,0
2017-6-7 8:30,4825,1208,1018722196,0
2017-6-7 8:40,14126,1050,1211865047,0
2017-6-7 8:50,9057,489,1439051988,0
2017-6-7 9:00,12459,899,993770737,0
2017-6-7 9:10,10855,1134,737073525,0
2017-6-7 9:20,4004,631,377074240,0
2017-6-7 9:30,1406,670,903650104,1
2017-6-7 9:40,8057,679,759935334,0
2017-6-7 9:50,10913,732,1733623652,0
2017-6-7 10:00,11084,1744,2929654876,0
2017-6-7 10:10,6396,2393,1810941727,1
2017-6-7 10:20,5031,1547,2187475516,1
2017-6-7 10:30,3481,507,2464740996,0
2017-6-7 10:40,3409,636,639123336,0
2017-6-7 10:50,3091,503,2132007984,0
2017-6-7 11:00,5046,1036,2299498750,1
2017-6-7 11:10,2435,775,554324212,0
2017-6-7 11:20,1780,856,1389895747,1
2017-6-7 11:30,3083,1007,1878884560,0
2017-6-7 11:40,2233,1251,301093760,0
2017-6-7 11:50,1789,762,799001480,0
2017-6-7 12:00,3686,2307,1007697158,0
2017-6-7 12:10,4064,2575,1035799823,0
2017-6-7 12:20,3503,1843,1609748864,0
2017-6-7 12:30,3813,1820,5489080682,1
2017-6-7 12:40,3832,2156,1977474132,0
2017-6-7 12:50,2961,1669,2855442852,0
2017-6-7 13:00,4253,1676,3051657347,0
2017-6-7 13:10,9398,3832,8074441600,0
2017-6-7 13:20,11888,3833,11031627744,0
2017-6-7 13:30,11229,4992,5783911692,0
2017-6-7 13:40,10279,5083,4519309428,0
2017-6-7 13:50,10022,4643,6486326158,0
2017-6-7 14:00,10966,4850,7183533298,0
2017-6-7 14:10,7754,4873,2825333546,0
2017-6-7 14:20,9329,6638,2924714872,0
2017-6-7 14:30,4258,2494,3887325390,0
2017-6-7 14:40,4334,2393,3953414648,0
2017-6-7 14:50,4153,2819,2024239524,0
2017-6-7 15:00,4408,2599,3061664332,0
2017-6-7 15:10,3151,1821,1544269787,0
2017-6-7 15:20,4012,1762,2590540236,0
2017-6-7 15:30,9443,3409,7905549376,0
2017-6-7 15:40,13425,5837,10814685776,0
2017-6-7 15:50,9941,5112,7227057940,0
2017-6-7 16:00,10859,5295,7415707164,0
2017-6-7 16:10,8958,5221,4828991068,0
2017-6-7 16:20,3803,1975,1861494867,1
2017-6-7 16:30,5246,2216,5073762152,0
2017-6-7 16:40,4356,2329,2062164936,0
2017-6-7 16:50,3728,1274,1609527358,0
2017-6-7 17:00,5213,1247,4583641893,0
2017-6-7 17:10,8324,1419,9103341008,1
2017-6-7 17:20,9717,1912,11293958824,0
2017-6-7 17:30,2761,637,4861027629,1
2017-6-7 17:40,2557,1139,712752015,0
2017-6-7 17:50,2149,912,672920844,0
2017-6-7 18:00,2516,833,1465619775,0
2017-6-7 18:10,2246,864,600147088,0
2017-6-7 18:20,2048,839,579746388,0
2017-6-7 18:30,3606,885,4713722620,0
2017-6-7 18:40,3028,1283,2192113856,0
2017-6-7 18:50,3001,1319,1758569174,0
2017-6-7 19:00,2436,941,535340960,0
2017-6-7 19:10,2577,957,1791411505,1
2017-6-7 19:20,2432,801,920413682,0
2017-6-7 19:30,2610,1087,1980204074,1
2017-6-7 19:40,2588,1225,1978720617,0
2017-6-7 19:50,2201,1026,1770292760,0
2017-6-7 20:00,2737,1527,1095929956,0
2017-6-7 20:10,4477,3112,1712808532,0
2017-6-7 20:20,3481,2171,996494904,0
2017-6-7 20:30,4718,2138,4280527764,0
2017-6-7 20:40,4024,2281,2454706000,0
2017-6-7 20:50,2788,1761,2044906948,0
2017-6-7 21:00,2586,1497,1637294918,0
2017-6-7 21:10,1877,881,2160292968,1
2017-6-7 21:20,2147,1044,883954760,0
2017-6-7 21:30,2783,1120,2767288960,0
2017-6-7 21:40,2041,1278,565942616,0
2017-6-7 21:50,1851,940,2099411596,0
2017-6-7 22:00,1749,960,1075108052,0
2017-6-7 22:10,2066,1031,1822544512,0
2017-6-7 22:20,1861,964,795966068,0
2017-6-7 22:30,2844,1065,4072093568,0
2017-6-7 22:40,1799,1111,753151484,0
2017-6-7 22:50,1976,1149,1549347132,1
2017-6-7 23:00,2954,1809,2033649675,1
2017-6-7 23:10,2978,2205,410857464,1
2017-6-7 23:20,2356,1789,211930932,1
2017-6-7 23:30,2570,1210,2640935384,1
2017-6-7 23:40,1801,1169,881640608,0
2017-6-7 23:50,1624,978,1383444968,1
2017-6-8 0:00,3272,2059,1622253156,0
2017-6-8 0:10,2984,1312,1821311744,0
2017-6-8 0:20,2661,1165,1122646668,1
2017-6-8 0:30,3206,1263,3547094056,1
2017-6-8 0:40,1886,1169,489059288,0
2017-6-8 0:50,1761,1313,1335092444,1
2017-6-8 1:00,3251,1258,8355102234,0
2017-6-8 1:10,4563,1893,6539906337,0
2017-6-8 1:20,3122,1867,1751640716,0
2017-6-8 1:30,3946,1629,3884167192,0
2017-6-8 1:40,2640,1230,1507822545,0
2017-6-8 1:50,3176,1735,1835315499,0
2017-6-8 2:00,3766,1954,3192258251,0
2017-6-8 2:10,2986,1760,1814834687,0
2017-6-8 2:20,2870,1722,1595398224,0
2017-6-8 2:30,2449,1348,1867671199,0
2017-6-8 2:40,2378,1336,1768457661,0
2017-6-8 2:50,2548,1504,1548159630,1
2017-6-8 3:00,2774,1617,1734354987,1
2017-6-8 3:10,2862,1361,2776243916,0
2017-6-8 3:20,2760,1440,2337587300,1
2017-6-8 3:30,4540,2020,4066499384,0
2017-6-8 3:40,7278,2652,5351114968,0
2017-6-8 3:50,2592,1356,1181189856,0
2017-6-8 4:00,3076,1011,622625034,0
2017-6-8 4:10,1892,1040,296336548,0
2017-6-8 4:20,2100,952,676969528,1
2017-6-8 4:30,2890,1122,4171328236,0
2017-6-8 4:40,2943,1054,2554227340,0
2017-6-8 4:50,2829,1172,2593844112,0
2017-6-8 5:00,2218,1114,1072114847,1
2017-6-8 5:10,4206,1473,2081064752,0
2017-6-8 5:20,2509,1106,1099944844,1
2017-6-8 5:30,2999,1129,851499728,0
2017-6-8 5:40,4444,1077,2128534264,0
2017-6-8 5:50,2133,956,830540324,1
2017-6-8 6:00,2943,1184,2721352993,1
2017-6-8 6:10,2007,966,2656400081,0
2017-6-8 6:20,2581,959,2281470280,1
2017-6-8 6:30,2121,843,2480368640,0
2017-6-8 6:40,2829,904,1468717937,0
2017-6-8 6:50,2321,1089,1360127639,0
2017-6-8 7:00,2200,987,1823970146,0
2017-6-8 7:10,2193,1073,1597018736,0
2017-6-8 7:20,3268,1121,2663787988,0
2017-6-8 7:30,1752,959,665669784,0
2017-6-8 7:40,2332,812,1796536213,0
2017-6-8 7:50,1960,785,2165796324,0
2017-6-8 8:00,2026,928,1976577705,0
2017-6-8 8:10,2156,888,897140493,0
2017-6-8 8:20,1850,896,912091472,1
2017-6-8 8:30,2684,1020,1377707020,0
2017-6-8 8:40,2137,1051,1115823091,0
2017-6-8 8:50,1451,883,719432694,1
2017-6-8 9:00,1287,813,171790297,1
2017-6-8 9:10,3120,702,1757077700,1
2017-6-8 9:20,2199,1706,408601504,0
2017-6-8 9:30,1188,868,453783540,0
2017-6-8 9:40,1104,867,408504229,0
2017-6-8 9:50,3333,696,1424208952,0
2017-6-8 10:00,1788,476,751190749,0
2017-6-8 10:10,3106,605,1194850175,1
2017-6-8 10:20,1903,920,392917776,1
2017-6-8 10:30,3688,1007,1186461256,0
2017-6-8 10:40,1996,834,408225992,0
2017-6-8 10:50,3867,1061,775208000,0
2017-6-8 11:00,2586,747,2086766550,0
2017-6-8 11:10,3145,560,1497612520,1
2017-6-8 11:20,3001,710,855042988,0
2017-6-8 11:30,2435,793,1448402704,0
2017-6-8 11:40,2083,834,538891169,0
2017-6-8 11:50,1426,505,108220972,0
2017-6-8 12:00,3317,1649,1870929134,0
2017-6-8 12:10,2235,989,2244737094,0
2017-6-8 12:20,2166,878,1218290964,0
2017-6-8 12:30,1994,599,1463661756,1
2017-6-8 12:40,1924,561,1233401532,0
2017-6-8 12:50,1913,728,1159341920,0
2017-6-8 13:00,1646,398,1086382881,0
2017-6-8 13:10,4154,598,4979350544,0
2017-6-8 13:20,6068,1606,5621265073,0
2017-6-8 13:30,6013,2549,2070811500,0
2017-6-8 13:40,1356,425,184387508,0
2017-6-8 13:50,1337,488,195426453,0
2017-6-8 14:00,3301,662,2282310097,0
2017-6-8 14:10,2434,611,867849749,0
2017-6-8 14:20,1953,373,311801232,0
2017-6-8 14:30,1504,480,532509322,0
2017-6-8 14:40,1611,390,490743664,0
2017-6-8 14:50,1579,437,520668169,0
2017-6-8 15:00,1639,467,835019243,0
2017-6-8 15:10,1715,490,507035612,0
2017-6-8 15:20,1577,448,927125267,0
2017-6-8 15:30,2742,660,2222987236,0
2017-6-8 15:40,2664,982,956168348,0
2017-6-8 15:50,2144,407,521366132,1
2017-6-8 16:00,3442,1557,1148758717,0
2017-6-8 16:10,3722,1273,1846797019,0
2017-6-8 16:20,3064,844,1324787812,0
2017-6-8 16:30,4028,816,2325441758,1
2017-6-8 16:40,4770,838,2572043948,0
2017-6-8 16:50,5368,950,3329178720,0
2017-6-8 17:00,4249,1327,1849125416,0
2017-6-8 17:10,2163,803,915299054,0
2017-6-8 17:20,1859,612,688394592,0
2017-6-8 17:30,1311,616,609957192,0
2017-6-8 17:40,1296,536,30583044,0
2017-6-8 17:50,1385,521,105883450,0
2017-6-8 18:00,1557,584,420906492,0
2017-6-8 18:10,2182,590,593102882,0
2017-6-8 18:20,2089,697,1592826440,0
2017-6-8 18:30,2194,948,622774908,1
2017-6-8 18:40,2028,671,923538700,0
2017-6-8 18:50,1917,518,588329768,0
2017-6-8 19:00,2765,543,689708792,0
2017-6-8 19:10,1990,514,1004790212,0
2017-6-8 19:20,2309,565,797358700,1
2017-6-8 19:30,2053,523,725681644,0
2017-6-8 19:40,1943,739,599204172,0
2017-6-8 19:50,2008,777,1246790723,0
2017-6-8 20:00,6511,1845,1498273778,0
2017-6-8 20:10,2764,1543,1674300912,0
2017-6-8 20:20,2456,1148,2526347992,0
2017-6-8 20:30,2114,756,1099075996,1
2017-6-8 20:40,1836,790,565838140,0
2017-6-8 20:50,3637,718,717360551,0
2017-6-8 21:00,2101,790,874952727,0
2017-6-8 21:10,1811,747,983548256,1
2017-6-8 21:20,1907,653,1009998140,0
2017-6-8 21:30,1750,671,841975728,0
2017-6-8 21:40,1348,753,130480672,0
2017-6-8 21:50,1189,645,69805324,1
2017-6-8 22:00,1124,743,73934878,1
2017-6-8 22:10,1027,748,353031956,0
2017-6-8 22:20,1238,787,43508980,0
2017-6-8 22:30,1438,857,875956116,1
2017-6-8 22:40,1718,1170,104701208,0
2017-6-8 22:50,1446,911,296975492,1
2017-6-8 23:00,1398,887,229964678,1
2017-6-8 23:10,1223,716,390898692,1
2017-6-8 23:20,1197,661,70415908,1
2017-6-8 23:30,1251,694,364097684,1
2017-6-8 23:40,1539,1073,520755532,0
2017-6-8 23:50,1640,1113,376367356,1
2017-6-9 0:00,2644,1700,509931161,0
2017-6-9 0:10,1672,804,572724316,0
2017-6-9 0:20,2178,711,617073704,1
2017-6-9 0:30,1902,723,564237256,1
2017-6-9 0:40,1868,860,394677200,0
2017-6-9 0:50,1479,847,98160552,1
2017-6-9 1:00,4126,900,3185016196,0
2017-6-9 1:10,4770,1494,4900811272,1
2017-6-9 1:20,4601,1290,6294165395,1
2017-6-9 1:30,3556,939,4261575668,1
2017-6-9 1:40,2282,862,1617782880,0
2017-6-9 1:50,2516,1025,1491283245,0
2017-6-9 2:00,2608,945,1983540691,0
2017-6-9 2:10,2461,1020,1708973235,0
2017-6-9 2:20,1380,682,187844748,1
2017-6-9 2:30,1282,722,140267076,1
2017-6-9 2:40,1495,724,129395512,0
2017-6-9 2:50,1495,809,675983755,0
2017-6-9 3:00,1967,1302,465673823,0
2017-6-9 3:10,1385,737,407539212,0
2017-6-9 3:20,1864,460,2272769696,1
2017-6-9 3:30,4004,1190,4197257124,0
2017-6-9 3:40,3272,729,1103381252,0
2017-6-9 3:50,2872,888,498239248,0
2017-6-9 4:00,2381,972,442090115,0
2017-6-9 4:10,2290,798,234941005,0
2017-6-9 4:20,1724,656,238712868,1
2017-6-9 4:30,3776,816,470082456,0
2017-6-9 4:40,2360,607,209273924,0
2017-6-9 4:50,1921,774,289463168,1
2017-6-9 5:00,3718,1289,802482868,0
2017-6-9 5:10,4202,1873,926020636,1
2017-6-9 5:20,3045,600,495279544,0
2017-6-9 5:30,15933,693,2878003976,0
2017-6-9 5:40,2847,806,311711428,0
2017-6-9 5:50,16940,863,2745818064,0
2017-6-9 6:00,1919,910,250523474,1
2017-6-9 6:10,2365,1164,308039776,1
2017-6-9 6:20,4186,1180,469091108,0
2017-6-9 6:30,5705,1144,619045584,0
2017-6-9 6:40,1958,831,175765804,0
2017-6-9 6:50,19903,977,3185768091,0
2017-6-9 7:00,44155,1130,6485447311,0
2017-6-9 7:10,2505,1174,380417384,0
2017-6-9 7:20,3117,1229,1407115136,0
2017-6-9 7:30,2888,1333,421683904,0
2017-6-9 7:40,2960,1638,294308428,0
2017-6-9 7:50,2515,1304,142059308,0
2017-6-9 8:00,1681,622,101292348,0
2017-6-9 8:10,1606,573,591263157,0
2017-6-9 8:20,1658,457,913288132,0
2017-6-9 8:30,1957,540,1038793221,0
2017-6-9 8:40,2189,558,3846169698,0
2017-6-9 8:50,2053,579,1545396776,0
2017-6-9 9:00,3085,1976,437908282,0
2017-6-9 9:10,2611,1263,546345656,0
2017-6-9 9:20,1607,469,143143960,0
2017-6-9 9:30,1847,520,134832992,0
2017-6-9 9:40,1708,750,336874620,0
2017-6-9 9:50,1876,565,371098288,0
2017-6-9 10:00,2334,473,287612089,0
2017-6-9 10:10,1759,560,290448459,0
2017-6-9 10:20,1613,514,198786496,0
2017-6-9 10:30,1727,697,87232032,0
2017-6-9 10:40,1513,445,44972976,0
2017-6-9 10:50,1401,661,96759383,0
2017-6-9 11:00,2210,1004,602773352,0
2017-6-9 11:10,1693,901,380834225,1
2017-6-9 11:20,1953,875,188446108,0
2017-6-9 11:30,2492,1097,356310496,0
2017-6-9 11:40,2337,881,212548536,0
2017-6-9 11:50,1898,566,86476572,0
2017-6-9 12:00,2389,1391,240332028,0
2017-6-9 12:10,2294,1127,537093564,0
2017-6-9 12:20,2063,988,875732752,0
2017-6-9 12:30,1983,686,277073580,0
2017-6-9 12:40,1204,601,436116215,0
2017-6-9 12:50,1486,467,897856504,0
2017-6-9 13:00,2569,572,3824987120,0
2017-6-9 13:10,2384,1293,1587627407,0
2017-6-9 13:20,1624,643,1039299376,0
2017-6-9 13:30,2373,876,796875892,0
2017-6-9 13:40,1887,751,380049756,0
2017-6-9 13:50,5966,939,446691578,0
2017-6-9 14:00,3382,1496,1089588171,0
